name,overall_rating,potential,national_team,national_rating
O. Hurmacı,72,72,,
A. Tello,72,82,,
S. Gustafson,72,76,,
F. Ceravolo,72,72,,
F. Coloccini,72,72,,
G. Curci,72,72,,
Daniel Guimarães,72,72,,
E. Hallfreðsson,72,72,,
M. Albornoz,72,72,,
J. Mercier,72,72,,
M. Donald,72,72,,
M. Cuisance,72,85,,
A. Warda,72,75,,
A. Traoré,72,77,,
O. McBurnie,72,80,Scotland,75
Dankler,72,74,,
M. Goicoechea,72,72,,
L. Andersen,72,78,,
C. Obasi,72,72,,
T. Howard,72,72,,
H. Goitom,72,72,,
S. Khaoui,72,76,,
R. van La Parra,72,72,,
Adrián Marín,72,81,,
L. Menossi,72,77,,
Josué Sá,72,76,,
A. Chatzigiovanis,72,79,,
Cristian Lodeira,72,72,,
A. Pantic,72,75,,
J. Rojas,72,73,,
F. Klos,72,72,,
C. Ramírez,72,77,,
J. Boye,72,72,,
M. Malyshev,72,77,,
Douglas,72,72,,
K. Boyd,72,72,,
D. Rodríguez,72,74,,
M. Møller Dæhli,72,77,Norway,75
S. Polter,72,73,,
R. van Rhijn,72,73,,
N. Maraš,72,80,,
L. Castellanos,72,72,,
A. Biyogo Poko,72,73,,
J. Otero,72,79,,
N. Boilesen,72,73,,
D. Lainez,72,85,,
Y. Al Shahrani,72,74,,
I. Diomandé,72,76,,
D. Dibusz,72,73,,
D. Kądzior,72,73,Poland,77
J. Bottinelli,72,72,,
G. Barry,72,72,,
R. Kruse,72,72,Australia,73
C. Bernardi,72,72,,
E. Ávila,72,77,,
N. Radonjić,72,79,,
Jeff Meirson,72,72,,
J. Güemez,72,73,Querétaro,70
J. Jones,72,78,Northern Ireland,71
D. Guzman,72,72,,
A. Zaldívar,72,76,,
S. Tibbling,72,78,,
Joshuando Sá,72,72,,
A. De Sart,72,78,,
W. Owusu,72,72,,
M. Abarhoun,72,72,,
J. Puncheon,72,72,,
M. Stiepermann,72,72,,
M. Demir,72,72,,
Salva Sevilla,72,72,,
B. Kololli,72,73,,
J. Börner,72,73,,
Ricardo Ryller,72,77,,
B. Białkowski,72,72,,
M. Mantovani,72,72,,
S. Ortega,72,76,,
S. Gürler,72,72,Turkey,76
J. Bennett,72,72,,
Rui Fonte,72,72,,
A. Adnan,72,75,,
Luismi,72,77,,
L. Garritano,72,75,,
A. Cubas,72,79,,
Jubal,72,75,,
L. Phiri,72,78,South Africa,71
T. Delaine,72,75,,
J. Murphy,72,72,,
Alexandre Frandeira,72,72,,
R. García Guerreño,72,72,,
K. Sema,72,74,,
Reyes,72,72,,
I. Hajrović,72,72,,
Fernando Boldrin,72,72,,
D. Peralta,72,72,,
Sebá,72,73,,
U. Ćosić,72,76,,
F. Pisacane,72,72,,
D. Rossi,72,83,,
R. Alvarado,72,79,Cruz Azul,72
J. Brownhill,72,79,,
M. Piedrahita,72,72,,
M. van der Werff,72,72,,
D. Dwyer,72,72,,
G. Bettini,71,74,,
P. Brlek,71,76,,
Miltisco Paulino,71,71,,
Tobias Figueiredo,71,75,,
Erik Morán,71,73,,
David Batanero,71,71,,
G. Holtmann,71,78,,
A. Caracciolo,71,71,,
A. Ajdarević,71,71,,
Jung Sung Ryong,71,71,,
A. Kamara,71,75,,
A. Preciado,71,75,Santos Laguna,72
M. Valenzuela,71,81,,
E. Fernandes,71,79,Switzerland,77
L. Memushaj,71,71,,
E. Kawashima,71,71,,
J. Filipović,71,74,,
A. Gogia,71,71,,
D. Schmidt,71,71,,
Rodrigo Becão,71,80,,
M. Friedrich,71,79,,
T. Schütz,71,71,,
S. Tecl,71,71,Czech Republic,75
D. Milićević,71,71,,
O. Fink,71,71,,
A. Tarek,71,74,,
M. Jonjić,71,73,,
B. Heynen,71,78,,
João Pedro,71,79,,
D. Rosero Valencia,71,78,,
R. Caroca,71,71,,
Souza,71,71,,
K. Bonifazi,71,79,,
D. Williams,71,71,,
O. Cabezas,71,79,,
C. Stengs,71,86,,
Borja Lasso,71,76,,
R. Oudin,71,80,,
R. Rodríguez,71,71,,
J. Campos,71,71,,
J. Rhodes,71,71,,
I. Šunjić,71,80,,
R. Thelander,71,71,,
N. Moro,71,82,,
M. Lustig,71,71,Sweden,76
S. Nishikawa,71,71,,
M. Torsiglieri,71,71,,
P. Škuletić,71,71,,
M. Caire,71,71,,
C. Lucchetti,71,71,,
B. Afobe,71,74,,
Carlitos,71,71,,
J. Bela,71,74,,
M. Coronel,71,72,,
Ricardo Valente,71,71,,
J. Perbet,71,71,,
A. Callens,71,75,,
Adriano Facchini,71,71,,
Carraça,71,75,,
A. Rojas,71,71,,
D. Lenihan,71,75,Republic of Ireland,74
B. McKay,71,76,,
N. Ghilas,71,71,,
Y. Kashiwa,71,71,,
D. Damjanović,71,71,,
F. Sammaritano,71,71,,
V. Fiorillo,71,71,,
R. Keogh,71,71,Republic of Ireland,74
Bressan,71,74,,
E. Başsan,71,72,,
J. Quiñones,71,81,,
A. Soto,71,76,,
H. Novillo,71,71,,
C. Brunt,71,71,,
D. McGoldrick,71,71,,
K. Letica,71,79,,
L. Reyes,71,72,,
L. Zingerle,71,75,,
F. Müller,71,84,,
R. Tesche,71,71,,
U. Emanuelson,71,71,,
J. Abella,71,75,,
T. Kleindienst,71,76,,
M. Yumlu,71,71,,
M. Matip,71,71,,
J. Sambenito,71,74,,
S. Prevljak,71,76,,
D. von Ballmoos,71,79,BSC Young Boys,71
A. Nwakaeme,71,71,,
D. Silva,71,71,,
I. Oblyakov,71,82,,
M. Fraga,71,71,,
B. Başaçıkoğlu,71,76,,
C. Bryson,71,71,,
D. Andrade,71,71,,
E. Andersen,71,72,,
H. Dean,71,73,,
Edu Machado,71,71,,
E. Aguirre,71,82,,
N. Leiva,71,79,,
Tiago,71,72,,
K. Musona,71,71,,
A. Gonçalves,71,71,,
Torrejón,71,71,,
C. Pinares,71,72,,
R. Pucino,71,72,,
P. Barrera,71,71,,
Nascimentardo,71,71,,
Heltinho Melo,71,71,,
B. Koita,71,71,,
Canella,71,71,,
K. Lee,71,71,,
R. Mphahlele,71,71,South Africa,71
K. Müller,71,72,,
J. Cuero,71,71,,
J. Wallace,71,74,,
J. Sánchez,71,71,,
S. Guirassy,71,79,,
L. Agbenyenu,71,79,,
J. Harrison,71,80,,
S. Schwab,71,72,,
D. Burn,71,73,,
M. Correia,71,71,,
Marlion Rolim,71,71,,
S. Michel,71,71,,
P. Olkowski,71,71,,
G. Loria,71,71,,
Javi Castellano,71,71,,
M. Fouzair,71,71,,
C. Yambéré,71,73,,
B. Sanneh,71,78,,
H. Reed,71,78,,
Fernando,71,85,,
S. Plavšić,71,77,,
J. Morrison,71,71,,
D. Machado,71,75,Atlético Nacional,71
P. Díaz,71,78,,
A. Khalili,71,74,,
K. Kerschbaumer,71,72,,
S. Medojević,71,71,,
G. Berardi,71,71,,
Thiago Santana,71,73,,
M. Maloča,71,71,,
Negueba,71,72,,
S. Malone,71,72,,
J. Cooper,71,75,,
H. Abe,71,71,,
Raúl Lizoain,71,72,,
K. Lafferty,71,71,Northern Ireland,71
Wiliam Santinho,71,71,,
T. Beugelsdijk,71,71,,
F. Gulbrandsen,71,73,,
L. Bruins,71,71,,
R. Oshima,71,73,,
Álvaro,71,72,,
M. Al Buraik,71,73,,
Raphael Rossi,71,72,,
G. Litteri,71,71,,
M. Rodríguez,71,71,,
C. Gülselam,71,71,,
M. Le Bihan,71,71,,
R. Bajić,71,76,,
F. Navarro,71,71,,
B. Drągowski,71,82,,
D. Bentley,71,76,,
Juninho,71,71,,
Kadu,71,71,,
Rafa Mir,71,82,,
M. Autret,71,71,,
A. Diomande,71,71,,
B. Jeannot,71,72,,
Z. Kuzmanović,71,71,,
D. Lemos,71,71,,
D. Barbona,71,76,,
F. Erpen,71,71,,
S. Andersson,71,72,,
M. Hector,71,74,,
G. Molins,71,71,,
L. Jutkiewicz,71,71,,
Silvosinho,71,71,,
K. Balanta,71,83,,
V. Muriqi,71,77,,
F. Márquez,71,71,,
H. Van Der Bruggen,71,74,,
L. Nielsen,71,71,,
A. Mac Allister,71,85,,
Jonas,71,72,,
Defendi,71,71,,
L. Quintana,71,74,,
Dorca,71,71,,
E. Prib,71,71,,
Yeom Ki Hun,71,71,,
Bremer,71,80,,
Rodrigo,71,74,,
J. Attamah,71,74,,
Álvaro Lemos,71,74,,
J. Meram,71,71,,
Renato Neto,71,72,,
Alexandre Guedes,71,76,,
E. García,71,71,,
A. Ateef,71,74,,
N. Bitton,71,72,,
S. Thern,71,73,,
N. Katić,71,82,,
O. Haddadi,71,72,,
H. Choudhury,71,80,,
M. Jedinák,71,71,,
D. Benlamri,71,72,,
S. Palacios,71,71,,
M. Al Owais,71,73,,
O. Rashid,71,71,,
G. Thorne,71,75,,
A. Pešić,70,73,,
S. Berahino,70,75,,
R. Bianco,70,70,,
N. Sarenren Bazee,70,78,,
J. Böðvarsson,70,72,Iceland,72
C. De Norre,71,78,,
S. Maguire,71,78,Republic of Ireland,74
L. Lollo,71,71,,
Luso,71,71,,
A. Kolomeytsev,71,71,,
J. Siebenhandl,71,72,,
S. Downing,71,71,,
O. Pérez,71,71,,
P. Klingmann,71,71,,
L. Mancuso,71,72,,
Eguaras,71,74,,
G. Makaridze,70,72,,
S. Sam,70,70,,
Lucas Possignolo,70,77,,
Edson Farias,70,70,,
G. Campi,70,72,,
A. Hutton,70,70,,
Braga,70,70,,
C. Ganea,70,73,,
E. Burgos,70,73,,
S. Janko,70,74,,
L. Pasciuti,70,70,,
J. Cavalli,70,70,,
B. Berisha,70,70,,
T. Martínez,70,79,,
H. Mendyl,70,83,,
Alberto Benito,70,73,,
G. Varela,70,75,,
S. Lundevall,70,70,,
J. Rodríguez,70,77,,
M. Azira,70,70,,
Ortuño,70,70,,
T. Bašić,70,79,,
F. Amuzu,70,84,,
Bismark,70,72,,
J. Adéoti,70,70,,
William,70,70,,
J. Garner,70,70,,
M. Matos,70,70,,
C. Şahin,70,74,,
E. Özbir,70,71,,
Javi Ros,70,70,,
K. Leerdam,70,70,,
M. Silvestri,70,70,,
S. Ujkani,70,70,,
Victor Fachinhas,70,70,,
Núrio,70,75,,
S. Marinos,70,70,,
G. Leadbitter,70,70,,
S. Pocognoli,70,70,,
K. Hämäläinen,70,70,Finland,70
Y. Moreno,70,79,,
P. Helland,70,70,,
M. Pedersen,70,70,,
Casadesús,70,70,,
J. Archer,70,73,,
P. Sagna,70,70,,
J. Menéndez,70,76,,
Y. Kashiwagi,70,70,,
Lucas Áfrico,70,74,,
N. Mihajlović,70,76,,
S. Breitkreuz,70,73,,
D. Delgado,70,71,,
S. Johnson,70,71,,
Ferro,70,79,,
C. Bieler,70,70,,
M. Hefele,70,72,,
D. Blum,70,70,,
U. Uçar,70,70,,
N. Paz,70,75,,
Bernardo,70,77,,
M. Gori,70,71,,
R. Robayo,70,70,,
A. Totovytskyi,70,73,,
O. Hüsing,70,73,,
A. Seculin,70,71,,
Marco Sangalli,70,70,,
M. Danielson,70,71,,
Kim Young Gwon,70,71,,
M. Barbieri,70,77,,
G. Belaud,70,70,,
Ricardo Ferreira,70,71,,
K. Barbarouses,70,70,Melbourne Victory,67
J. Rodríguez,70,77,,
C. Battocchio,70,71,,
W. Grigg,70,71,Northern Ireland,71
M. Coutadeur,70,70,,
R. Petretta,70,82,,
S. De Ridder,70,70,,
Macarinho Louro,70,70,,
B. Meling,70,75,Norway,75
N. Obiora,70,71,,
Puertas,70,70,,
A. Saldívar,70,70,,
Y. Wissa,70,82,,
R. Ovelar,70,70,,
D. Dessena,70,70,,
N. Al Shamrani,70,70,,
Sílvio,70,70,,
M. Bolados,70,77,,
Diogildo Peixe,70,70,,
S. Griesbeck,70,70,,
L. García,70,75,,
J. Brabec,70,73,Czech Republic,75
Nenê,70,70,,
T. Itō,70,81,,
L. Spalvis,70,75,,
Aitor García,70,76,,
J. Paredes,70,70,,
M. Varnier,70,85,,
S. Morsy,70,71,Egypt,73
F. Ayité,70,70,,
F. Zuculini,70,70,,
Bruno Moreira,70,70,,
C. Fierro,70,74,,
M. Morrison,70,70,,
P. Gallagher,70,70,,
D. Nounkeu,70,70,,
T. Tawatha,70,71,,
Toribio,70,70,,
T. Carson,70,70,Northern Ireland,71
H. Aiesh,70,75,,
R. Boffin,70,70,,
U. Matić,70,70,,
L. Giannetti,70,77,,
D. Sorgić,70,70,,
José Arnáiz,70,79,,
D. Kaiser,70,70,,
A. Crescenzi,70,71,,
D. Cerén,70,70,,
Y. Al Shehri,70,70,,
Renato Chaves,70,70,,
A. Sissoko,70,70,,
Chong Te Se,70,70,,
Dodô,70,81,,
R. Jenssen,70,70,,
J. Onomah,70,82,,
P. Franco,70,72,,
J. Dudziak,70,75,,
W. Zahibo,70,75,,
J. Toledo,70,70,,
C. Diandy,70,71,,
A. Jędrzejczyk,70,70,Poland,77
Waguininho,70,70,,
M. Manotas,70,77,,
Aderllan Santos,70,71,,
J. Roa,70,71,Independiente Santa Fe,70
Dani Hernández,70,70,,
A. Bouhaddouz,70,70,,
N. Hauptmann,70,80,,
L. Paqarada,70,74,,
D. Kinsombi,70,76,,
R. Improta,70,71,,
E. Torres,70,73,,
F. Diabaté,70,78,,
S. Willems,70,71,,
S. Özcan,70,82,,
M. Caligiuri,70,70,,
D. Moberg Karlsson,70,76,,
O. Dramé,70,71,,
Puado,70,82,,
C. Henao,70,70,,
J. Palacios,70,70,,
M. Wittek,70,78,,
M. Hartel,70,76,,
M. Frýdek,70,73,,
A. Montero,70,79,Deportes Tolima,69
E. Hestad,70,77,,
M. Drudi,70,70,,
S. Schonlau,70,74,,
P. Toranzo,70,70,,
Daniel Amora,70,70,,
M. Hanousek,70,74,,
T. Derijck,70,70,,
E. López,70,77,,
Anuar,70,77,,
K. Günter,70,75,,
A. Konradsen,70,70,,
G. Torres,70,70,,
T. Asano,70,75,,
I. Nedelcearu,70,78,,
L. Castro,70,71,,
S. McKenna,70,83,Scotland,75
D. Fox,70,70,,
S. Birnbaum,70,72,,
C. Maxwell,70,73,,
D. Stracqualursi,70,70,,
W. Sobota,70,70,,
S. Doi,70,71,,
José Mari,70,70,,
T. Weilandt,70,71,,
A. Wisdom,70,75,,
K. Smith,70,70,,
M. Bodmer,70,70,,
F. Ballo-Touré,70,81,,
Jeong Woon,70,70,,
L. Mendoza,70,70,,
M. Faraoni,70,70,,
D. Avdijaj,70,77,,
Juan Dominguez,70,70,,
M. Sylla,70,74,,
M. Ibáñez,70,70,,
F. Giefer,70,71,,
D. Batubinsika,70,77,,
S. Kaneko,70,77,,
Edsinho Torres,70,70,,
A. Rosi,70,70,,
E. López,70,74,,
S. Hain,70,70,,
J. Caicedo,70,70,,
P. Souaré,70,70,,
G. Carey,70,70,,
N. McGinn,70,70,Northern Ireland,71
L. Lacroix,70,72,,
I. Bel Hassani,70,72,,
L. Lollo,70,70,,
F. Jungwirth,70,70,,
J. Silbeira,70,72,,
E. Bush,70,70,,
Campillo,70,70,,
F. Ondoa,70,76,Cameroon,75
F. Mancinelli,70,70,,
K. Overmeire,70,70,,
H. Campagnaro,70,70,,
N. Đurđić,70,70,,
Hugo Vieira,70,70,,
R. Loaiza,70,76,,
B. Khuzwayo,70,72,,
A. Salvi,70,70,,
J. Zárate,70,70,,
S. Bornauw,70,82,,
Óscar,70,83,,
M. Parkhurst,70,70,,
M. Rodák,70,77,,
Rodri,70,70,,
L. Mareček,70,70,,
A. Nordin,70,80,,
J. Siebatcheu,70,77,,
Joel Pereira,70,78,,
S. Muntari,70,70,,
A. Tchouaméni,70,84,,
Jhonatan,70,72,,
R. Echeverría,70,76,,
A. Bernardini,70,70,,
B. Schmitz,70,73,,
D. Bisoli,70,74,,
I. Sylla,70,70,,
M. Dawson,70,70,,
A. Fathi,70,70,,
E. Löwen,70,80,,
R. Green,70,70,,
L. Tawamba,70,70,,
P. Galdames,70,80,,
M. Müller,70,75,,
Unai Medina,70,70,,
S. Allagui,70,70,,
A. Bastía,70,70,,
T. Kempe,70,70,,
Z. Touré,70,70,,
Fidel,70,70,,
O. Kolář,70,77,Czech Republic,75
J. Lawrence,69,72,,
J. Maclaren,69,72,Melbourne City FC,66
A. Sobiech,69,69,,
A. Jansen,69,69,,
F. Zampano,69,72,,
K. Stuhr-Ellegaard,69,69,,
M. Bunn,69,69,,
Juanjo,69,69,,
D. Odoi,69,69,,
J. Ngandu Kayamba,69,70,,
M. Morganella,69,69,,
V. Fındıklı,69,70,,
Denilson,69,77,,
J. Villota,69,70,,
Isma López,69,69,,
B. Riveros,69,81,,
I. Chebake,69,69,,
F. Schultz,69,69,,
F. Kurto,69,71,,
S. Mosquera,69,74,,
F. Seymour,69,69,,
R. Ghoochannejhad,69,69,,
R. Maniero,69,69,,
N. Theuerkauf,69,69,,
F. Fielding,69,69,,
C. Lampe,69,69,,
A. Guliev,69,76,,
Luciano Cacheira,69,69,,
Alberto,69,73,,
J. Gyau,69,70,,
B. Gimber,69,79,,
C. Rodríguez,69,75,,
K. Fortuné,69,69,,
Y. Komai,69,70,,
N. Eliasson,69,76,,
L. Gülen,69,73,,
Júnior Negão,69,69,,
S. Ay,69,72,,
Y. Cabrera,69,69,,
A. El Messaoudi,69,74,,
M. López,69,70,,
A. Rrahmani,69,72,,
C. Rizzuto,69,70,,
Roldão Riso,69,69,,
K. Rowe,69,70,,
Y. Cabral,69,74,,
B. Sangaré,69,69,,
D. Bomheuer,69,70,,
L. Gregory,69,69,,
Alex Geijo,69,69,,
N. Byrne,69,71,,
Anderson Lopes,69,73,,
A. Rosati,69,69,,
Jang Hyeon Soo,69,69,,
I. Sackey,69,76,,
J. Huth,69,77,,
M. Makola,69,69,,
J. Blaswich,69,73,,
Rafa López,69,69,,
L. Choutesiotis,69,75,,
E. Oikonomou,69,69,,
F. Depaoli,69,82,,
S. Taylor,69,69,,
B. Martella,69,71,,
M. Dąbrowski,69,69,,
Pêpê,69,79,,
E. Cobbaut,69,77,,
C. Carter-Vickers,69,81,,
N. Dalmonte,69,82,,
Fernando Karanga,69,70,,
R. Pröpper,69,73,,
M. Hamdy,69,79,,
W. López,69,69,,
P. Hamel,69,74,,
F. Píriz,69,69,,
P. Bråtveit,69,76,,
Javi Guerra,69,69,,
M. Sax,69,70,,
D. Keita-Ruel,69,69,,
M. Koval,69,72,,
A. Gholizadeh,69,76,,
D. Suzuki,69,69,,
F. Pellegrino,69,69,,
O. Darfalou,69,74,,
E. Konsa,69,80,,
V. Alvarado,69,73,,
P. Rodríguez,69,69,,
D. Gordon,69,69,,
Felipe Curcio,69,72,,
T. Valls,69,74,,
N. Haas,69,77,,
J. Glad,69,77,,
W. Bruin,69,69,,
J. Corona,69,69,,
G. Zigoni,69,70,,
M. Radović,69,69,,
L. Moult,69,72,,
J. Ardaiz,69,82,,
O. De Wolf,69,77,,
J. Martins Pereira,69,69,,
Alson Botelho,69,69,,
Javi Muñoz,69,76,,
L. Ceballos,69,69,,
J. Hunt,69,69,,
L. De Bock,69,71,,
A. Aldrete,69,69,,
Bruno Pires,69,71,,
J. Castelletto,69,77,Cameroon,75
W. Bakhashwain,69,69,,
A. Ashraf,69,69,,
A. Šporar,69,73,,
D. Hernández,69,69,,
D. Boer,69,69,,
M. Zeffane,69,70,,
Ilori,69,73,,
M. Odubajo,69,73,,
Riqui Puig,69,89,,
M. Ibarra,69,69,,
A. Pérez,69,75,,
Diogo Coelho,69,73,,
M. Rojas,69,78,,
A. Parot,69,69,,
Sandaza,69,69,,
D. Sundgren,69,69,,
O. Altman,69,74,,
G. Maroni,69,84,,
H. Moukoudi,69,80,,
Lucas Tagliapietra,69,71,,
K. Kodro,69,73,,
S. Gallagher,69,77,,
Alex,69,69,,
Alex López,69,78,,
O. Scarione,69,69,,
M. Janko,69,69,,
S. Beitashour,69,69,,
M. Schubert,69,81,,
J. Hoogma,69,80,,
J. Narváez,69,74,,
E. Rescaldani,69,72,,
M. Abu,69,71,,
M. Karl,69,69,,
C. Arango,69,76,,
Kanu,69,69,,
J. Schouten,69,75,,
P. Hoban,69,69,,
Dai Lin,69,69,,
F. N'Sakala,69,69,,
E. Pisano,69,69,,
F. Balmont,69,69,,
C. Leitgeb,69,69,,
J. Niezgoda,69,75,,
L. Wallace,69,69,,
M. Gakpa,69,73,,
C. Cadden,69,77,,
E. Torregrossa,69,71,,
C. Strandberg,69,75,,
S. Khelifi,69,72,,
J. Abrigo,69,77,,
L. Mora,69,69,,
K. Higashi,69,69,,
Rômulão Selva,69,69,,
P. Dawidowicz,69,77,,
F. Ojo,69,69,,
K. Misao,69,78,,
I. Mystakidis,69,74,,
Z. Boucher,69,72,,
Aguilera,69,69,,
A. Coșelev,69,74,,
A. Avlonitis,69,69,,
Neris,69,74,,
D. Oberlin,69,81,,
D. Sánchez,69,69,,
B. Bjarnason,69,69,Iceland,72
K. Pierie,69,81,,
Hernán,69,69,,
J. Carrascal,69,82,,
Ailton Cardenhas,69,69,,
S. Thesker,69,69,,
R. Fernández,69,69,,
J. Lazare Amani,69,79,,
D. Llanos,69,69,,
H. Bazile,69,69,,
Y. M'Changama,69,69,,
M. Agazzi,69,69,,
J. van den Bergh,69,69,,
C. Kipré,69,78,,
J. Horn,69,77,,
B. Sagredo,69,69,,
A. Mitryushkin,69,78,,
N. Lima,69,76,United States,74
R. Gumny,69,85,,
D. Tonucci,69,69,,
M. Sáček,69,80,,
Bruno Brígido,69,72,,
M. Koné,69,70,,
D. Lamkel Zé,69,76,,
R. Krauße,69,73,,
M. Bogado,69,69,,
P. Mlapa,69,69,,
P. Forsell,69,69,,
T. Jodłowiec,69,69,,
Huang Bowen,69,69,,
J. Rojas,69,69,,
R. Schiavi,69,69,,
J. Fuentes,69,78,,
Eddy Silvestre,69,73,,
P. Türpitz,69,69,,
M. Araujo,69,74,Club Atlético Talleres,70
T. Serbest,69,74,,
J. Ramis,69,69,,
F. Öztürk,69,69,,
M. Modolo,69,69,,
J. Walker,69,73,,
L. Damour,69,70,,
I. Jebali,69,70,,
A. Robinson,69,81,United States,74
S. Souprayen,69,69,,
J. Holt,69,72,,
A. O'Brien,69,72,Republic of Ireland,74
M. Leovac,69,69,,
G. Niedermeier,69,69,,
José Semedo,69,69,,
C. Kazim-Richards,69,69,,
L. Melano,69,74,,
E. Brítez,69,72,,
Jon Toral,69,74,,
F. Cubero,69,69,,
N. Röseler,69,71,,
M. Richter,69,78,,
A. Le Fondre,69,69,,
J. Pérez,69,69,,
M. Vigorito,69,69,,
Ricardo Machado,69,69,,
J. Taravel,69,69,,
D. Cataño,69,70,,
César,69,72,,
L. Grimi,69,69,,
D. Soddimo,69,69,,
Ratón,69,73,,
Brahim,69,86,,
Césario Figueirido,69,69,,
T. van Weert,69,69,,
M. Riquero,69,69,,
G. Flores,68,68,,
J. Stage,68,76,,
M. Wilson,68,68,,
Alberto Perea,68,68,,
Avto,68,68,,
M. Jahfali,68,68,,
J. Mutch,68,69,,
M. Tchokounté,68,68,,
P. Rojas,68,68,,
M. Pourié,68,68,,
L. Chambers,68,68,,
Vágner Norteiro,68,68,,
M. Cranie,68,68,,
Gabrielzinho,68,76,,
J. Sýkora,68,73,,
S. Kingsley,68,74,,
Y. Yoshida,68,68,,
T. Mrčela,68,70,,
D. Lemos,68,76,,
G. Piovi,68,74,,
David Bruno,68,69,,
H. Olvera,68,68,,
M. Sadlok,68,68,,
S. Nsoki,68,84,,
E. Velasco,68,69,,
M. Gaus,68,68,,
Álex Díez,68,77,,
D. Ljubicic,68,79,,
Oh Beom Seok,68,68,,
M. Al Sahlawi,68,68,,
I. Höhn,68,69,,
Aridai,68,68,,
Macedo,68,70,,
Song Seung Min,68,69,,
F. Burbano,68,71,,
J. Pelupessy,68,72,,
B. Watson,68,68,,
S. Nicholson,68,74,,
R. Zwinkels,68,68,,
S. Baldock,68,68,,
P. Dahlberg,68,80,,
T. Watt,68,73,,
M. O'Halloran,68,68,,
F. Di Tacchio,68,68,,
L. Ibáñez,68,68,,
N. Ćalasan,68,76,,
D. Zagorac,68,68,,
Fredinho Mutto,68,68,,
Lluis López,68,78,,
R. Wood,68,68,,
A. Fulignati,68,75,,
L. Henderson,68,75,,
F. Flores,68,68,,
T. Pettersson,68,69,,
A. Montalto,68,68,,
G. Nauber,68,71,,
S. Andrist,68,68,,
L. Payares,68,69,,
O. Gaber,68,69,,
T. Kane,68,73,,
A. Garofalo,68,68,,
S. De Petter,68,68,,
Ricardo Nunes,68,68,,
K. Barmen,68,72,,
A. Maksimenko,68,81,,
L. Godoy,68,77,,
Thiago Martins,68,75,,
D. Gómez,68,68,,
J. Fuentes,68,68,,
J. Koprivec,68,68,,
Lucas Fernandes,68,72,,
Nosberto Vila,68,68,,
David García,68,73,,
R. Tunnicliffe,68,71,,
C. Quaner,68,68,,
T. Ayasse,68,68,,
J. Speroni,68,68,,
M. Melluso,68,82,,
M. Taylor,68,68,,
Lee Gwang Hyeok,68,73,,
D. Novoa,68,70,,
S. Sabelli,68,71,,
T. Gjertsen,68,69,,
Nando,68,74,,
M. Poletanović,68,73,,
H. Bahebri,68,69,,
André Luís,68,72,,
K. Mączyński,68,68,,
Kauã Zanson,68,68,,
S. Minelli,68,72,,
Y. Herrera,68,78,Venezuela,73
Lucas Medeirão,68,68,,
C. Rodríguez,68,72,,
J. Rasmussen,68,79,,
J. Kubicki,68,74,,
E. Velarde,68,68,,
F. De Col,68,73,,
Juanma,68,68,,
Chuli,68,68,,
V. Viola,68,69,,
L. Murphy,68,68,,
N. Spalek,68,77,,
B. Lennon,68,79,,
Kim Young Uk,68,69,,
J. Iglesias,68,68,,
Javi Hernández,68,68,,
R. Bedoui,68,69,,
Park Yong Woo,68,72,,
Wang Shenchao,68,68,,
L. Hoyos,68,70,,
J. Brinkies,68,72,,
Z. Valentin,68,69,,
M. Curado,68,74,,
Iván Villar,68,75,,
M. Fenger,68,70,,
L. DeVere,68,68,,
J. Amano,68,69,,
B. Van Durmen,68,76,,
A. Nabbout,68,70,Urawa Red Diamonds,70
E. Huws,68,73,,
J. Jantscher,68,68,,
Zou Zheng,68,68,,
T. Kida,68,74,,
Adão Salvadaldo,68,68,,
T. Perthel,68,68,,
M. Chrien,68,76,,
N. Pulzetti,68,68,,
Lee Dong Gook,68,68,,
T. Eaves,68,69,,
J. Angulo,68,80,,
Manolo Reina,68,68,,
David Concha,68,78,,
W. Francis,68,68,,
A. Hughes,68,70,,
Baraka,68,68,,
V. Amiri,68,68,,
A. D'Alberto,68,73,,
G. Bourillon,68,68,,
K. Hyland,68,68,,
M. Abdul Shafy,68,68,Al Ahli,72
Z. Bergdich,68,68,,
Y. Al Mosailem,68,68,,
L. Abergel,68,73,,
L. Laverone,68,68,,
B. Zolinski,68,69,,
M. Herrera,68,68,,
Y. de Lanlay,68,69,,
T. Mavromatis,68,75,,
Freddy Cardouso,68,68,,
Lucas Fernandes,68,80,,
P. Mainka,68,72,,
J. Mahecha,68,68,,
M. Kuhn,68,69,,
W. Andrade,68,68,,
A. Acevedo,68,68,,
L. Chiaretti,68,68,,
A. Baptiste,68,68,,
D. McGowan,68,68,,
A. Kochenkov,68,68,,
J. van der Linden,68,69,,
R. Camacho,68,70,,
H. Sogahata,68,68,,
J. Dunne,68,78,,
C. Deac,68,68,,
B. Kee,68,68,,
Y. Verschaeren,68,87,,
Sergio Gómez,68,87,,
E. Zhegrova,68,81,,
M. Miloš,68,71,,
J. Payne,68,73,,
D. Bain,68,72,,
Park Jun Hyuk,68,68,,
M. Beister,68,68,,
S. Kurata,68,68,,
S. Andersen,68,68,,
J. Rodon,68,77,,
Sérgio Marakis,68,69,,
Marco Matias,68,68,,
A. Cruz,68,78,,
R. Peña,68,75,,
Enzio Julião,68,68,,
P. Eze,68,71,,
Liu Binbin,68,70,,
Eduardo Neto,68,68,,
